,asset_id,classe
0,267095,0
1,279669,0
2,189114,0
3,231854,0
4,205499,0
5,277950,0
6,167829,0
7,223190,0
8,144338,0
9,206912,0
10,170606,0
11,262338,0
12,135139,0
13,279636,0
14,269703,0
15,124370,0
16,138030,0
17,56153,0
18,246769,0
19,286583,0
20,141330,0
21,157339,0
22,218321,0
23,84317,0
24,173070,0
25,282162,0
26,138452,0
27,40799,0
28,220773,0
29,100556,0
30,192048,0
31,140029,0
32,193868,0
33,77093,0
34,16512,0
35,192277,0
36,237313,0
37,69425,0
38,79066,0
39,53659,0
40,166650,0
41,112211,0
42,260351,0
43,193155,0
44,103033,0
45,155797,0
46,58807,0
47,261031,0
48,33170,0
49,243318,0
50,255391,0
51,16526,0
52,77201,0
53,225066,0
54,65714,0
55,14355,0
56,89813,0
57,238351,0
58,254114,0
59,252114,0
60,230726,0
61,143421,0
62,100746,0
63,156718,0
64,220338,0
65,55700,0
66,268053,0
67,282406,0
68,112778,0
69,23448,0
70,28461,0
71,99737,0
72,280792,0
73,9698,0
74,105721,0
75,201107,0
76,46132,0
77,34908,0
78,151566,0
79,700,0
80,262290,0
81,223705,0
82,207785,0
83,288872,0
84,89730,0
85,92652,0
86,292683,0
87,226845,0
88,27778,0
89,243372,0
90,236262,0
91,187889,0
92,172073,0
93,185602,0
94,200086,0
95,109547,0
96,255027,0
97,98331,0
98,159575,0
99,264016,0
100,148101,0
101,117985,0
102,100954,0
103,157732,0
104,112326,0
105,253980,0
106,256412,0
107,88569,0
108,5469,0
109,153698,0
110,30737,0
111,247155,0
112,97651,0
113,266699,0
114,256671,0
115,280836,0
116,168278,0
117,291843,0
118,195097,0
119,172276,0
120,58578,0
121,167971,0
122,80267,0
123,192757,0
124,272557,0
125,265230,0
126,231547,0
127,54891,0
128,174989,0
129,98291,0
130,275699,0
131,101177,0
132,243151,0
133,241987,0
134,39126,0
135,155176,0
136,65473,0
137,293844,0
138,66977,0
139,63336,0
140,217288,0
141,200760,0
142,114743,0
143,227430,0
144,174530,0
145,103361,0
146,106430,0
147,252007,0
148,211615,0
149,264019,0
150,156997,0
151,177651,0
152,243589,0
153,44590,0
154,261759,0
155,35270,0
156,170425,0
157,241717,0
158,251217,0
159,11676,0
160,235332,0
161,167344,0
162,154141,0
163,216856,0
164,230080,0
165,218985,0
166,86324,0
167,172676,0
168,15380,0
169,4080,0
170,67299,0
171,287124,0
172,163240,0
173,242279,0
174,115126,0
175,172865,0
176,244774,0
177,277825,0
178,263292,0
179,24464,0
180,264827,0
181,219278,0
182,123168,0
183,157320,0
184,133220,0
185,231176,0
186,92299,0
187,185664,0
188,269490,0
189,196168,0
190,94676,0
191,154342,0
192,120257,0
193,263459,0
194,191750,0
195,133722,0
196,263062,0
197,185298,0
198,15004,0
199,194708,0
200,170070,0
201,293890,0
202,200901,0
203,91295,0
204,61997,0
205,166000,0
206,290270,0
207,54072,0
208,291734,0
209,44622,0
210,294241,0
211,100593,0
212,157139,0
213,86183,0
214,283421,0
215,258176,0
216,88017,0
217,195291,0
218,229353,0
219,262881,0
220,54546,0
221,260746,0
222,149609,0
223,270150,0
224,267813,0
225,136595,0
226,281936,0
227,237143,0
228,56912,0
229,152430,0
230,20627,0
231,140632,0
232,52319,0
233,258085,0
234,265130,0
235,83573,0
236,174961,0
237,32410,0
238,123529,0
239,81550,0
240,256966,0
241,156478,0
242,183771,0
243,48103,0
244,114834,0
245,107467,0
246,255954,0
247,102815,0
248,223115,0
249,282107,0
250,181735,0
251,273874,0
252,283539,0
253,94334,0
254,272817,0
255,57212,0
256,88356,0
257,282977,0
258,172766,0
259,216503,0
260,169319,0
261,273087,0
262,24159,0
263,85624,0
264,204989,0
265,184915,0
266,30340,0
267,223188,0
268,143855,0
269,249596,0
270,260383,0
271,262772,0
272,22724,0
273,251489,0
274,232836,0
275,222879,0
276,109335,0
277,268871,0
278,144689,0
279,8833,0
280,150895,0
281,240447,0
282,123001,0
283,198965,0
284,247321,0
285,169987,0
286,47319,0
287,214815,0
288,256454,0
289,221848,0
290,136753,0
291,100423,0
292,130557,0
293,164761,0
294,215225,0
295,286779,0
296,209705,0
297,210448,0
298,198599,0
299,236676,0
300,162742,0
301,64396,0
302,6730,0
303,108904,0
304,290668,0
305,3392,0
306,163420,0
307,67518,0
308,31499,0
309,125823,0
310,111540,0
311,170339,0
312,273222,0
313,217888,0
314,61535,0
315,255020,0
316,1245,0
317,182490,0
318,236986,0
319,233451,0
320,9206,0
321,249569,0
322,52688,0
323,236506,0
324,169478,0
325,275790,0
326,252197,0
327,118378,0
328,89770,0
329,174734,0
330,192676,0
331,228630,0
332,106046,0
333,226595,0
334,131935,0
335,131622,0
336,210159,0
337,162172,0
338,48444,0
339,13429,0
340,285735,0
341,13511,0
342,81110,0
343,139738,0
344,199850,0
345,264312,0
346,22382,0
347,58198,0
348,143587,0
349,53512,0
350,167186,0
351,300,0
352,137002,0
353,173302,0
354,113539,0
355,38794,0
356,33735,0
357,179150,0
358,162613,0
359,187214,0
360,41153,0
361,69771,0
362,160221,0
363,292784,0
364,269907,0
365,222616,0
366,260166,0
367,255993,0
368,175212,0
369,110767,0
370,120320,0
371,68752,0
372,165017,0
373,88243,0
374,87477,0
375,12626,0
376,281125,0
377,180532,0
378,280782,0
379,36579,0
380,134071,0
381,264484,0
382,52112,0
383,6994,0
384,187570,0
385,231338,0
386,285318,0
387,141956,0
388,124261,0
389,73234,0
390,224016,0
391,105678,0
392,44562,0
393,53760,0
394,158738,0
395,135290,0
396,106908,0
397,126582,0
398,272059,0
399,259605,0
400,259412,0
401,169073,0
402,55555,0
403,71701,0
404,191602,0
405,101752,0
406,28114,0
407,41904,0
408,56410,0
409,205531,0
410,142231,0
411,271255,0
412,36112,0
413,1072,0
414,256897,0
415,180110,0
416,194205,0
417,18775,0
418,240149,0
419,261387,0
420,224096,0
421,172753,0
422,183395,0
423,76668,0
424,32990,0
425,101891,0
426,150664,0
427,858,0
428,216188,0
429,252787,0
430,21404,0
431,181074,0
432,77516,0
433,134151,0
434,105817,0
435,56466,0
436,226887,0
437,201651,0
438,44310,0
439,170987,0
440,100842,0
441,255824,0
442,267043,0
443,31850,0
444,246999,0
445,186146,0
446,184038,0
447,44937,0
448,84468,0
449,260628,0
450,265703,0
451,287617,0
452,188055,0
453,115251,0
454,107108,0
455,167565,0
456,150097,0
457,181552,0
458,267988,0
459,141832,0
460,88324,0
461,15611,0
462,127703,0
463,203931,0
464,108114,0
465,278050,0
466,122750,0
467,7708,0
468,44661,0
469,280365,0
470,53353,0
471,133787,0
472,200359,0
473,271836,0
474,112600,0
475,17844,0
476,169663,0
477,259621,0
478,286550,0
479,187245,0
480,176202,0
481,248048,0
482,273677,0
483,118340,0
484,20605,0
485,149845,0
486,116639,0
487,260405,0
488,112879,0
489,159198,0
490,56894,0
491,41882,0
492,226096,0
493,91649,0
494,187154,0
495,165128,0
496,206898,0
497,225478,0
498,112960,0
499,277778,0
500,158961,0
501,234708,0
502,1336,0
503,85533,0
504,136136,0
505,107608,0
506,98830,0
507,230731,0
508,188174,0
509,129889,0
510,257333,0
511,159401,0
512,17652,0
513,286931,0
514,241001,0
515,103171,0
516,271171,0
517,174980,0
518,128448,0
519,44982,0
520,109753,0
521,249570,0
522,39543,0
523,474,0
524,239635,0
525,293401,0
526,28435,0
527,268041,0
528,49759,0
529,48067,0
530,114199,0
531,243350,0
532,94787,0
533,53164,0
534,201942,0
535,16261,0
536,44141,0
537,286746,0
538,267741,0
539,142207,0
540,180822,0
541,284792,0
542,46180,0
543,264584,0
544,221327,0
545,49143,0
546,31000,0
547,73254,0
548,291634,0
549,130348,0
550,166943,0
551,75457,0
552,115041,0
553,271358,0
554,58161,0
555,277321,0
556,164562,0
557,223258,0
558,196619,0
559,288449,0
560,114858,0
561,121471,0
562,75718,0
563,119530,0
564,80880,0
565,127426,0
566,145413,0
567,110565,0
568,113547,0
569,106187,0
570,205531,0
571,105999,0
572,116438,0
573,270437,0
574,129550,0
575,80697,0
576,207240,0
577,182375,0
578,263745,0
579,55521,0
580,159248,0
581,14487,0
582,85302,0
583,129653,0
584,258589,0
585,238665,0
586,123062,0
587,287572,0
588,19729,0
589,4047,0
590,150914,0
591,131818,0
592,207446,0
593,12788,0
594,97014,0
595,258275,0
596,34382,0
597,27945,0
598,67001,0
599,194728,0
600,249101,0
601,163751,0
602,15022,0
603,92300,0
604,256782,0
605,28819,0
606,157750,0
607,53804,0
608,272666,0
609,71790,0
610,111418,0
611,77576,0
612,23432,0
613,264273,0
614,1246,0
615,252287,0
616,148287,0
617,252780,0
618,142808,0
619,266383,0
620,200713,0
621,131150,0
622,266899,0
623,261082,0
624,113456,0
625,219932,0
626,37926,0
627,127674,0
628,131411,0
629,112331,0
630,286157,0
631,111293,0
632,3761,0
633,261703,0
634,51046,0
635,179504,0
636,63784,0
637,67380,0
638,167950,0
639,95582,0
640,133191,0
641,67971,0
642,207497,0
643,245691,0
644,175021,0
645,292164,0
646,237623,0
647,193851,0
648,192349,0
649,265366,0
650,263283,0
651,115306,0
652,216070,0
653,121137,0
654,105439,0
655,145277,0
656,223212,0
657,173277,0
658,83793,0
659,94805,0
660,251144,0
661,279513,0
662,278559,0
663,224296,0
664,54465,0
665,126730,0
666,81635,0
667,151119,0
668,67545,0
669,123605,0
670,272348,0
671,272257,0
672,166898,0
673,192488,0
674,271873,0
675,190908,0
676,123534,0
677,264421,0
678,113379,0
679,74170,0
680,143221,0
681,62611,0
682,61111,0
683,51610,0
684,167967,0
685,259835,0
686,20330,0
687,270177,0
688,37276,0
689,236995,0
